DateTime,AddedIPs,RemovedIPs
1556705742,60,32
1556706514,36,1
1556708731,56,125
1556710119,48,0
1556710952,33,141
1556712862,87,101
1556713703,25,0
1556715288,49,111
1556717302,74,54
1556718996,46,76
1556720144,47,90
1556721255,31,83
1556723134,42,68
1556723662,17,0
1556724793,82,75
1556726122,59,41
1556727326,65,72
1556728116,32,0
1556728949,33,104
1556730329,86,96
1556732123,73,77
1556733654,42,96
1556734480,15,4
1556736030,69,101
1556737538,35,97
1556738920,44,2
1556740444,46,160
1556741662,37,62
1556742885,52,100
1556744139,54,35
1556745327,22,58
1556746111,28,0
1556747781,61,130
1556750440,141,578
1556750564,7,55
1556752463,35,774
1556753604,597,276
1556755843,93,271
1556757766,64,328
1556759126,95,186
1556760503,43,4
1556761363,52,293
1556763038,49,176
1556764537,34,232
1556764959,9,0
1556765784,23,0
1556766936,41,69
1556767715,40,1
1556769386,66,61
1556770469,51,67
1556772175,70,88
1556773545,77,29
1556774929,46,4
1556776232,26,64
1556777668,50,85
1556778506,47,0
1556780100,91,64
1556781276,53,61
1556782958,101,94
1556784861,77,62
1556786565,74,95
1556787701,39,51
1556789311,45,3
1556790152,22,92
1556792073,60,92
1556793766,71,127
1556795673,89,71
1556796940,62,60
1556798217,44,21
1556799334,32,60
1556800117,43,2
1556800957,41,80
1556802334,79,84
1556802870,16,1
1556803703,40,0
1556804549,67,499
1556805382,34,2
1556806474,69,51
1556807304,56,1
1556808161,51,122
1556810062,74,49
1556811330,40,76
1556812585,84,26
1556813731,71,67
1556815356,80,121
1556817261,103,48
1556818958,76,74
1556819797,53,1
1556820862,62,61
1556822544,74,123
1556823929,48,59
1556825311,48,2
1556826163,27,82
1556827830,95,45
1556829744,79,94
1556831670,79,59
1556832508,28,3
1556833822,46,77
1556835277,43,75
1556836953,68,62
1556837801,35,2
1556838929,41,54
1556840565,58,107
1556842226,63,45
1556843529,44,62
1556845378,72,64
1556846923,77,2
1556848091,31,73
1556849425,40,64
1556850672,43,66
1556852745,114,44
1556854530,59,66
1556856865,77,98
1556857729,46,0
1556858547,35,65
1556859397,31,3
1556860475,34,84
1556862151,73,116
1556862997,38,0
1556864147,51,60
1556864920,19,4
1556866761,67,166
1556868023,43,12
1556869327,48,106
1556871037,94,73
1556872955,54,72
1556873798,23,4
1556874874,56,47
1556876127,68,94
1556878235,136,58
1556880141,88,69
1556882074,105,87
1556883192,45,69
1556885661,125,68
1556887037,76,70
1556888543,66,50
1556890114,53,2
1556890963,30,76
1556892869,71,49
1556894295,61,99
1556895575,44,98
1556896477,33,9
1556897584,55,81
1556899001,89,6
1556900073,53,103
1556900912,54,1
1556903123,104,151
1556904504,71,3
1556906195,56,82
1556907331,66,34
1556908121,57,1
1556909790,58,92
1556910934,51,41
1556912422,96,66
1556914461,144,88
1556916167,101,41
1556917533,73,65
1556918922,37,3
1556920582,57,107
1556923221,67,112
1556923359,7,23
1556925263,118,66
1556926103,47,4
1556927335,49,77
1556928869,44,94
1556929722,51,3
1556932462,105,151
1556933305,37,3
1556934662,55,46
1556935838,50,29
1556937933,94,115
1556939137,49,36
1556940340,63,2
1556941541,46,92
1556943040,71,77
1556944115,39,3
1556945791,68,80
1556947715,129,38
1556948925,54,104
1556950059,57,63
1556951725,82,83
1556952158,23,40
1556953000,49,3
1556954136,53,52
1556955744,68,102
1556957381,38,45
1556958933,60,48
1556960133,44,18
1556961339,35,41
